player_name,role,mean_score,sd_score,q025,q50,q975,mean_elo_like,sd_elo_like,n_boot
Garrett Bradbury,Blocker,2.241131254991712e-5,1.355318306841374e-5,1.3306942278295968e-5,2.241131254991712e-5,3.151568282153827e-5,1000.0038934534771,0.002354388531310714,2
Zach Kerr,Rusher,2.2296893616125302e-5,4.189791117780871e-6,1.9482395390544186e-5,2.2296893616125302e-5,2.5111391841706425e-5,1000.0038735768724,7.278817813832458e-4,2
Ezra Cleveland,Blocker,2.219693500832996e-5,5.201993776217374e-5,-1.2747533202778496e-5,2.219693500832996e-5,5.7141403219438416e-5,1000.0038562122836,0.009036748251434303,2
Greg Rousseau,Rusher,2.2071008520131143e-5,1.0958755363313637e-5,1.4709448800905796e-5,2.2071008520131143e-5,2.9432568239356487e-5,1000.003834336612,0.0019037713093898493,2
Akiem Hicks,Rusher,2.1924518089022342e-5,9.067847736741228e-6,1.5833178294876373e-5,2.1924518089022342e-5,2.801585788316831e-5,1000.0038088886178,0.0015752870101726122,2
Christian Kirksey,Rusher,2.170322006469239e-5,4.652518326009973e-6,1.857788416967187e-5,2.170322006469239e-5,2.482855595971291e-5,1000.0037704452134,8.082657306108029e-4,2
Trent Scott,Blocker,2.1399445162646325e-5,4.5591335120457784e-6,1.8336840651079034e-5,2.1399445162646325e-5,2.4462049674213613e-5,1000.003717674108,7.920431268725254e-4,2
Rashan Gary,Rusher,2.1326562771057266e-5,4.979007611464684e-5,-1.2119992662580817e-5,2.1326562771057266e-5,5.4773118204695346e-5,1000.0037050131398,0.008649462640274266,2
Kyle Fuller,Blocker,2.0767096189820797e-5,4.156210166951289e-6,1.7975156016387455e-5,2.0767096189820797e-5,2.355903636325414e-5,1000.0036078238401,7.220481727409617e-4,2
Mario Edwards Jr.,Rusher,2.0645677621722788e-5,1.4568155038770134e-5,1.0859498465296021e-5,2.0645677621722788e-5,3.0431856778149557e-5,1000.0035867312745,0.0025307882542067372,2
Austin Reiter,Blocker,2.010518614318652e-5,1.4538657506942272e-6,1.91285497284983e-5,2.010518614318652e-5,2.108182255787474e-5,1000.0034928382878,2.526028654966121e-4,2
Tommy Kraemer,Blocker,2.0043040345828984e-5,1.627164488545591e-5,9.112539428241967e-6,2.0043040345828984e-5,3.0973541263415994e-5,1000.0034820424571,0.0028267147503515796,2
Jay Tufele,Rusher,1.9998014715563905e-5,2.3235377916594e-7,1.9841930729325477e-5,1.9998014715563905e-5,2.0154098701802333e-5,1000.003474220704,4.0404501886848e-5,2
David Onyemata,Rusher,1.962286915289932e-5,3.0886307124685556e-5,-1.1250522000924425e-6,1.962286915289932e-5,4.037079050589108e-5,1000.0034090512448,0.0053654605839553605,2
Taylor Moton,Blocker,1.9234858580543164e-5,5.378555045942012e-5,-1.689566250617868e-5,1.9234858580543164e-5,5.536537966726501e-5,1000.0033416469046,0.009343547624571293,2
J.C. Hassenauer,Blocker,1.923103320853622e-5,9.668049083120492e-6,1.273650729439328e-5,1.923103320853622e-5,2.572555912267916e-5,1000.0033409823695,0.0016794716307795374,2
Jonathan Marshall,Rusher,1.877111377885304e-5,9.493578714667984e-6,1.239378858632654e-5,1.877111377885304e-5,2.5148438971379537e-5,1000.0032610861813,0.0016491630234493904,2
Trey Smith,Blocker,1.8769134272298144e-5,2.0745818533083336e-5,4.8331007545898e-6,1.8769134272298144e-5,3.270516779000649e-5,1000.0032607423058,0.003603877288314953,2
Lane Taylor,Blocker,1.8708122011277923e-5,6.136327897684226e-6,1.4586034896643052e-5,1.8708122011277923e-5,2.2830209125912798e-5,1000.0032501433905,0.0010659488217936934,2
Jeremiah Owusu-Koramoah,Rusher,1.866968804065335e-5,1.7351346319226355e-5,7.013896127864209e-6,1.866968804065335e-5,3.032547995344249e-5,1000.003243466726,0.0030142781002124638,2
Sheldon Day,Rusher,1.8518326915811128e-5,2.3185691613801547e-6,1.6960824737982308e-5,1.8518326915811128e-5,2.007582909363995e-5,1000.0032171726054,4.0273620080817776e-4,2
Bradley Bozeman,Blocker,1.831871965805425e-5,4.877302060434297e-5,-1.4444627269813768e-5,1.831871965805425e-5,5.108206658592227e-5,1000.0031824972732,0.0084727009694352,2
Yosh Nijman,Blocker,1.7835074565933846e-5,4.163277774458886e-6,1.5038386716964885e-5,1.7835074565933846e-5,2.0631762414902806e-5,1000.0030984795153,7.231949093478424e-4,2
Andrew Thomas,Blocker,1.7733934423644663e-5,5.4206548883114535e-6,1.4092601685147476e-5,1.7733934423644663e-5,2.1375267162141844e-5,1000.003080909673,9.416236862587225e-4,2
"David Long, Jr.",Rusher,1.749129169098922e-5,5.613278150856574e-6,1.37205639980901e-5,1.749129169098922e-5,2.1262019383888338e-5,1000.0030387583131,9.750857743204892e-4,2
Zach Sieler,Rusher,1.715681601338612e-5,3.91024959471855e-6,1.4530100209056556e-5,1.715681601338612e-5,1.9783531817715686e-5,1000.0029806539367,6.792394124791887e-4,2
Osa Odighizuwa,Rusher,1.7100843333522596e-5,5.913402591810964e-5,-2.2622523855755976e-5,1.7100843333522596e-5,5.682421052280117e-5,1000.0029709304863,0.010272591943322352,2
Davon Godchaux,Rusher,1.707288186183034e-5,7.905723341616662e-6,1.176220080604052e-5,1.707288186183034e-5,2.238356291762016e-5,1000.0029660730811,0.001373324292833582,2
Charles Leno Jr.,Blocker,1.6574129881018925e-5,4.0428620638787955e-5,-1.0583854336301184e-5,1.6574129881018925e-5,4.3732114098339034e-5,1000.0028794309878,0.007023130225535314,2
Isaac Seumalo,Blocker,1.6450234856894803e-5,1.2338636185943525e-6,1.5621385191715738e-5,1.6450234856894803e-5,1.7279084522073868e-5,1000.0028579082177,2.1438458064739068e-4,2
Vernon Butler,Rusher,1.614937816410896e-5,2.4953809541312986e-5,-6.133793818360256e-7,1.6149378164108962e-5,3.291213571005395e-5,1000.0028056440572,0.004334961230711898,2
DeMarcus Lawrence,Rusher,1.5197775971424467e-5,5.4562094818353764e-6,1.153255938345334e-5,1.5197775971424467e-5,1.8862992559395595e-5,1000.0026403338245,9.478811842928364e-4,2
Mike Remmers,Blocker,1.499732134474976e-5,2.9959428282403896e-6,1.2984792429348575e-5,1.499732134474976e-5,1.7009850260150945e-5,1000.0026055112893,5.204080590888922e-4,2
Wes Schweitzer,Blocker,1.4717695452299911e-5,1.6926261428121596e-5,3.3474549281368845e-6,1.4717695452299911e-5,2.6087935976462936e-5,1000.0025569352965,0.00294043329126974,2
Michael Dwumfour,Rusher,1.4694697831300413e-5,1.8985628623662322e-5,1.9410744236634157e-6,1.4694697831300413e-5,2.7448321238937407e-5,1000.0025529402005,0.0032981009824801354,2
Myles Jack,Rusher,1.4290808630415571e-5,1.6138284785969917e-6,1.3206717022572064e-5,1.4290808630415571e-5,1.537490023825908e-5,1000.00248277746,2.8031020497781584e-4,2
Tarron Jackson,Rusher,1.4248545131924367e-5,3.0438509072841626e-5,-6.198567233959472e-6,1.4248545131924369e-5,3.469565749780821e-5,1000.0024754355384,0.005287670094820968,2
Larrell Murchison,Rusher,1.3964511701445024e-5,3.8059919097859833e-6,1.1407831147321756e-5,1.3964511701445024e-5,1.652119225556829e-5,1000.0024260938777,6.611279975416091e-4,2
Grady Jarrett,Rusher,1.3756436096480982e-5,4.193448671714397e-5,-1.4413115830625249e-5,1.3756436096480982e-5,4.192598802358721e-5,1000.0023899474429,0.007284806989305558,2
Jason Spriggs,Blocker,1.3716190543574233e-5,1.0261621288010768e-5,6.8229316447896155e-6,1.3716190543574233e-5,2.060944944235885e-5,1000.0023829560743,0.001782666716556468,2
Brandon Brooks,Blocker,1.3037998155322328e-5,5.2550148174115584e-6,9.507934373326203e-6,1.3037998155322328e-5,1.6568061937318455e-5,1000.0022651419895,9.129300912451455e-4,2
Graham Glasgow,Blocker,1.3021357880831777e-5,9.912493562786613e-6,6.362626034953082e-6,1.3021357880831777e-5,1.9680089726710475e-5,1000.0022622512778,0.0017219359862512753,2
Denico Autry,Rusher,1.2968891386635544e-5,3.272869831071479e-6,1.0770336357718606e-5,1.2968891386635544e-5,1.5167446415552482e-5,1000.0022531369142,5.68596239283431e-4,2
Preston Smith,Rusher,1.2922425957057857e-5,1.3148168064290708e-5,4.090125098539509e-6,1.2922425957057857e-5,2.17547268155762e-5,1000.0022450650424,0.002284111251222249,2
Tyler Larsen,Blocker,1.2864309867520283e-5,7.839477462565938e-7,1.2337691838420033e-5,1.2864309867520283e-5,1.3390927896620534e-5,1000.0022349692435,1.3614515588568436e-4,2
Frank Clark,Rusher,1.2746876488752345e-5,6.05450265782522e-6,8.679755596995165e-6,1.2746876488752345e-5,1.6813997380509525e-5,1000.0022145689761,0.0010518153542012879,2
Isaiah Mack,Rusher,1.266613031969495e-5,8.82155419523881e-6,6.74023856723985e-6,1.266613031969495e-5,1.859202207215005e-5,1000.0022005419298,0.0015325014398096803,2
Genard Avery,Rusher,1.2552025003341294e-5,9.606985148473016e-6,6.098518875359758e-6,1.2552025003341294e-5,1.900553113132283e-5,1000.0021807198062,0.0016688637388493396,2
Kwon Alexander,Rusher,1.2464546547486588e-5,1.9229101251434783e-5,-4.5262994897506263e-7,1.2464546547486588e-5,2.5381723043948238e-5,1000.002165523242,0.00334039650987396,2
Andrus Peat,Blocker,1.2292419365027491e-5,3.4935355657949237e-6,9.945631810582018e-6,1.2292419365027491e-5,1.4639206919472965e-5,1000.0021356216878,6.068487710998956e-4,2
Justin Hollins,Rusher,1.1958713701717066e-5,7.81737175444346e-6,6.707382952025074e-6,1.1958713701717066e-5,1.721004445140906e-5,1000.0020776510764,0.0013579760501019867,2
Breiden Fehoko,Rusher,1.1837504899842352e-5,2.2643438603593698e-5,-3.373257636840884e-6,1.1837504899842354e-5,2.7048267436525588e-5,1000.002056594951,0.003933608691000712,2
Bryce Huff,Rusher,1.1479398005820634e-5,3.9803733480844495e-6,8.805576469040153e-6,1.1479398005820634e-5,1.4153219542601116e-5,1000.0019943854118,6.914211561668218e-4,2
Greg Van Roten,Blocker,1.1374103705850602e-5,2.4242742022148342e-5,-4.9109932086457085e-6,1.1374103705850602e-5,2.7659200620346915e-5,1000.0019760939183,0.0042114361507867735,2
Tremaine Edmunds,Rusher,1.1121640140833747e-5,1.609233299007841e-5,3.1159224755713375e-7,1.1121640140833747e-5,2.193168803411036e-5,1000.0019322365051,0.0027954840512040067,2
Jessie Lemonier,Rusher,1.0976147838797124e-5,1.581528271766915e-5,3.5220886555316833e-7,1.0976147838797122e-5,2.1600086812041076e-5,1000.0019069619036,0.0027474365218714894,2
Raymond Johnson III,Rusher,1.0939541444428375e-5,2.899451456973707e-5,-8.5375655315712e-6,1.0939541444428377e-5,3.0416648420427952e-5,1000.0019006027214,0.005036822556960373,2
Danny Pinter,Blocker,1.0937652967135652e-5,8.868256693471072e-6,4.980388744142085e-6,1.0937652967135652e-5,1.6894917190129216e-5,1000.0019002746594,0.0015406144946355504,2
Maurice Hurst,Rusher,1.0875487979690578e-5,8.925264847926056e-6,4.879928446728864e-6,1.0875487979690578e-5,1.6871047512652292e-5,1000.001889475495,0.001550517825456383,2
Josh Myers,Blocker,1.0851483758882665e-5,1.2383879169748575e-5,2.5325950674748176e-6,1.0851483758882665e-5,1.9170372450290513e-5,1000.0018853055348,0.0021513406714538715,2
Wes Martin,Blocker,1.0811498695308019e-5,8.086423477587698e-6,5.379432062587071e-6,1.0811498695308019e-5,1.6243565328028968e-5,1000.0018783594178,0.0014047961540829836,2
Al-Quadin Muhammad,Rusher,1.0771986955977228e-5,2.726096627214485e-5,-7.540606451117589e-6,1.0771986955977227e-5,2.9084580363072045e-5,1000.0018714955256,0.004735674373064516,2
Cole Toner,Blocker,1.0734434920312935e-5,1.5180783448717907e-5,5.367217460156449e-7,1.0734434920312935e-5,2.0932148094610226e-5,1000.0018649720689,0.0026371316768009838,2
Kwity Paye,Rusher,1.0488210538763397e-5,1.117358746305745e-5,2.9823370467199265e-6,1.0488210538763397e-5,1.7994084030806867e-5,1000.0018221985127,0.0019410104350221812,2
Terrell Lewis,Rusher,1.0319819913425476e-5,2.6214230373825756e-6,8.558875207638213e-6,1.0319819913425476e-5,1.208076461921274e-5,1000.001792946065,4.5542834021092054e-4,2
Kamu Grugier-Hill,Rusher,1.0313804216022958e-5,1.3514282967509253e-5,1.2355651432832876e-6,1.0313804216022958e-5,1.9392043288762626e-5,1000.0017919010313,0.0023476308916335763,2
Tyquan Lewis,Rusher,1.0212285772270995e-5,5.0915813196517954e-6,6.792008678086886e-6,1.0212285772270995e-5,1.3632562866455104e-5,1000.0017742654713,8.844577522339461e-4,2
Quinton Jefferson,Rusher,1.0170122143639762e-5,5.1476423528310265e-6,6.7121859695703625e-6,1.0170122143639762e-5,1.3628058317709161e-5,1000.0017669408988,8.94196551191971e-4,2
Larry Borom,Blocker,9.992468720363848e-6,3.526556889629586e-5,-1.3697228043159739e-5,9.992468720363848e-6,3.368216548388743e-5,1000.0017360793383,0.00612629730531647,2
Jordan Hicks,Rusher,9.917635473497103e-6,1.9759906242231118e-7,9.784898018351929e-6,9.917635473497103e-6,1.0050372928642278e-5,1000.0017230794718,3.428595674391843e-5,2
Cody Barton,Rusher,9.840487493256565e-6,4.877384642668955e-6,6.5640973257345376e-6,9.840487493256565e-6,1.3116877660778593e-5,1000.001709677495,8.473290108641621e-4,2
Fred Warner,Rusher,9.807551493349263e-6,5.963523022143481e-6,5.801546303065501e-6,9.807551493349263e-6,1.3813556683633025e-5,1000.0017039559258,0.0010359295402694508,2
Michael Dogbe,Rusher,9.420916627094499e-6,1.0355551229470101e-5,2.4645601546756496e-6,9.420916627094499e-6,1.6377273099513347e-5,1000.0016367905703,0.0017989840186252053,2
Cesar Ruiz,Blocker,9.29086523594298e-6,1.1150678170977672e-4,-6.561397618456467e-5,9.29086523594298e-6,8.419570665645063e-5,1000.0016141983297,0.019370671480272366,2
Jimmy Morrissey,Blocker,9.278572140155856e-6,1.6149681862468568e-5,-1.5699999408532171e-6,9.278572140155856e-6,2.0127144221164927e-5,1000.0016120628002,0.0028054465707222126,2
Zach Cunningham,Rusher,9.240713671675738e-6,1.1674215097398867e-5,1.3985428442946826e-6,9.240713671675738e-6,1.7082884499056795e-5,1000.0016054861105,0.002027978362637116,2
Sam Tecklenburg,Blocker,9.231728820433861e-6,1.6277867978456986e-7,9.12238200754101e-6,9.231728820433861e-6,9.34107563332671e-6,1000.001603925282,2.8318069172215555e-5,2
Patrick Mekari,Blocker,9.1506579217667e-6,4.943759787728301e-6,5.829680154829654e-6,9.1506579217667e-6,1.2471635688703746e-5,1000.0015898418244,8.588595545193176e-4,2
Jacob Phillips,Rusher,9.12575919614548e-6,8.684644205893613e-6,3.2918369264746386e-6,9.125759196145481e-6,1.4959681465816323e-5,1000.0015855164728,0.0015086367060855586,2
Cassius Marsh Sr.,Rusher,9.109321033875506e-6,9.30153112929106e-6,2.861004083783004e-6,9.109321033875506e-6,1.5357637983968005e-5,1000.0015826608715,0.001615800940821517,2
Aaron James Klein,Rusher,9.058923847425457e-6,5.337886324313999e-7,8.700350563798549e-6,9.058923847425457e-6,9.417497131052368e-6,1000.0015739059835,9.276909924231881e-5,2
Elandon Roberts,Rusher,8.977566809021799e-6,2.2546412810913403e-6,7.463008276969128e-6,8.977566809021799e-6,1.0492125341074471e-5,1000.0015597728184,3.9163079056050895e-4,2
Hassan Ridgeway,Rusher,8.95119386360119e-6,5.073877561109667e-5,-2.513265182492243e-5,8.95119386360119e-6,4.303503955212481e-5,1000.0015551913685,0.008814268622796266,2
Landon Dickerson,Blocker,8.934618273464687e-6,1.4332429339074132e-5,-6.932118042448442e-7,8.934618273464687e-6,1.856244835117422e-5,1000.0015523118936,0.0024897574734380258,2
Kyle Peko,Rusher,8.821498919905914e-6,1.2696075793044604e-5,2.9289169657170895e-7,8.821498919905914e-6,1.7350106143240117e-5,1000.0015326610492,0.0022055747797990813,2
Kevin Givens,Rusher,8.803438322241649e-6,2.4739963853950763e-5,-7.815668074825079e-6,8.803438322241649e-6,2.5422544719308378e-5,1000.001529523602,0.004297731397454483,2
Tristan Wirfs,Blocker,8.770477993425439e-6,1.9609930935913702e-5,-4.402521392789781e-6,8.770477993425439e-6,2.194347737964066e-5,1000.0015237978064,0.003406553402141236,2
Derrick Brown,Rusher,8.715263688861443e-6,2.1264079866623624e-5,-5.568912627051366e-6,8.715263688861443e-6,2.2999440004774252e-5,1000.0015142060993,0.0036939895358025603,2
Jack Driscoll,Blocker,8.71213596066918e-6,9.508740904928378e-6,2.324625544969452e-6,8.71213596066918e-6,1.5099646376368906e-5,1000.0015136627574,0.001651796965701165,2
Anthony Hitchens,Rusher,8.551562926120899e-6,2.4822652101607094e-6,6.884097691453214e-6,8.551562926120899e-6,1.0219028160788583e-5,1000.0014857683641,4.31173117086512e-4,2
Isaiah Simmons,Rusher,8.536460443810949e-6,1.4501494115251704e-5,-1.2049391411087805e-6,8.536460443810949e-6,1.827786002873068e-5,1000.0014831447943,0.0025191270331982184,2
Azeez Al-Shaair,Rusher,8.49147253790492e-6,1.0280525460021807e-5,1.585514734309666e-6,8.49147253790492e-6,1.5397430341500172e-5,1000.0014753295945,0.001785950707593662,2
Matt Feiler,Blocker,8.486622222429449e-6,3.154890161106561e-5,-1.270639793233366e-5,8.486622222429449e-6,2.9679642377192558e-5,1000.0014744870084,0.005480646068136096,2
Scott Quessenberry,Blocker,8.443861476865304e-6,1.6306123128956593e-6,7.348495304127244e-6,8.443861476865304e-6,9.539227649603368e-6,1000.0014670587061,2.833068881271034e-4,2
Josh Mauro,Rusher,8.423304912574499e-6,1.336710110943798e-5,-5.560645347508301e-7,8.423304912574499e-6,1.7402674359899828e-5,1000.0014634876651,0.002322143816632405,2
Andre Dillard,Blocker,8.309715079003793e-6,2.2918100159720324e-6,6.770188395692973e-6,8.309715079003793e-6,9.849241762314614e-6,1000.0014437550899,3.980876611758625e-4,2
Amen Ogbongbemiga,Rusher,8.214651383793937e-6,8.6213234755048e-6,2.423264906078328e-6,8.214651383793937e-6,1.4006037861509547e-5,1000.0014272408346,0.001497717801076829,2
Josh Bynes,Rusher,8.116276825944473e-6,3.3265778757479495e-6,5.881643340562284e-6,8.116276825944473e-6,1.0350910311326665e-5,1000.0014101514236,5.778452497830802e-4,2
Javon Kinlaw,Rusher,8.116203223324513e-6,4.780320849550776e-6,4.905015798807959e-6,8.116203223324513e-6,1.1327390647841063e-5,1000.0014101386375,8.304673029450283e-4,2
Reggie Ragland,Rusher,7.986146840770017e-6,6.6814886571958215e-6,3.497847199742059e-6,7.986146840770017e-6,1.2474446481797974e-5,1000.0013875455298,0.0011606529456283175,2
Boogie Basham,Rusher,7.872468321861832e-6,2.0575672769407572e-5,-5.949269533725481e-6,7.872468321861832e-6,2.1694206177449143e-5,1000.0013677975485,0.003574319941839015,2
Brandon Graham,Rusher,7.831828446089807e-6,5.491770156916141e-6,4.142723923350159e-6,7.831828446089807e-6,1.1520932968829456e-5,1000.0013607376789,9.540587062284368e-4,2
Brennan Scarlett,Rusher,7.7233948701389e-6,4.225446436733774e-6,4.884945132631662e-6,7.7233948701389e-6,1.0561844607646135e-5,1000.0013419008374,7.339947121770008e-4,2
Jordan Mailata,Blocker,7.680719419736753e-6,4.9018069242604195e-5,-2.524723928427456e-5,7.680719419736753e-6,4.060867812374807e-5,1000.0013344873523,0.008515351310513102,2
Montravius Adams,Rusher,7.238163907500065e-6,1.1402739300362344e-5,-4.216426617190707e-7,7.238163907500065e-6,1.4897970476719199e-5,1000.0012576075856,0.0019808181864168963,2
Tyrel Dodson,Rusher,7.1938776552746706e-6,1.048524490694018e-5,1.5039926798051347e-7,7.1938776552746706e-6,1.4237356042568828e-5,1000.0012499142756,0.0018214330855229933,2
Ryan Kerrigan,Rusher,7.047216262924984e-6,4.8206127758514396e-6,3.808962678809877e-6,7.047216262924984e-6,1.028546984704009e-5,1000.0012244365823,8.373856949282615e-4,2
Al Woods,Rusher,7.000572707529965e-6,1.5268852548771297e-6,5.974885335603465e-6,7.000572707529965e-6,8.026260079456465e-6,1000.0012163337667,2.652066199717529e-4,2
Jermaine Eluemunor,Blocker,6.968595295430324e-6,6.431538422446935e-6,2.6482000850549683e-6,6.968595295430324e-6,1.1288990505805681e-5,1000.0012107787213,0.0011172321426059534,2
Malik Mcdowell,Rusher,6.889240893931104e-6,1.073767238107218e-6,6.167936203223618e-6,6.889240893931104e-6,7.61054558463859e-6,1000.0011969934499,1.8657299080520083e-4,2
Austin Jackson,Blocker,6.811108882261317e-6,2.9878360585693365e-5,-1.32597229295753e-5,6.811108882261317e-6,2.6881940694097934e-5,1000.0011834205293,0.005190443368497609,2
Chris Lindstrom,Blocker,6.799031679461458e-6,1.8178803828114434e-6,5.577867910693088e-6,6.799031679461458e-6,8.020195448229828e-6,1000.0011813225042,3.157576513494462e-4,2
Jamarco Jones,Blocker,6.746363068816043e-6,8.343454058668373e-6,1.1416357725833545e-6,6.746363068816043e-6,1.235109036504873e-5,1000.0011721730294,0.0014494469393813265,2
Bobby Evans,Blocker,6.595922742367673e-6,2.2195010211472633e-6,5.10496973060916e-6,6.595922742367673e-6,8.086875754126185e-6,1000.001146038868,3.855263021915864e-4,2
Brian O'Neill,Blocker,6.579685192446394e-6,2.8397832842279443e-7,6.388922340795505e-6,6.579685192446394e-6,6.770448044097284e-6,1000.0011432181167,4.937260464763917e-5,2
P.J. Williams,Rusher,6.570855094977837e-6,1.3172418957421436e-5,-2.2777363359739477e-6,6.570855094977837e-6,1.5419446525929624e-5,1000.0011416841717,0.002288243030368196,2
L.J. Collier,Rusher,6.4483128410162055e-6,2.951541541157615e-6,4.46561055424518e-6,6.4483128410162055e-6,8.431015127787231e-6,1000.0011203964017,5.127757980259634e-4,2
Trey Hill,Blocker,6.445367479861495e-6,9.625835427346248e-6,-2.0801350137635338e-8,6.445367479861495e-6,1.2911536309860624e-5,1000.0011198847401,0.0016722194001406734,2
Joe Tryon-Shoyinka,Rusher,6.37061403493206e-6,3.7986420950678794e-6,3.818870729445047e-6,6.37061403493206e-6,8.922357340419074e-6,1000.0011068987367,6.598512039412244e-4,2
Will Clapp,Blocker,6.3231102031248445e-6,1.1079760080035936e-5,-1.1197346090629016e-6,6.3231102031248445e-6,1.376595501531259e-5,1000.0010986464758,0.0019247109491869795,2
Dylan Cole,Rusher,6.289508258374729e-6,5.195680483286591e-6,2.799302400894709e-6,6.289508258374729e-6,9.77971411585475e-6,1000.0010928092202,9.026226616937119e-4,2
Alton Robinson,Rusher,6.040725093875459e-6,1.2263472836652405e-5,-2.1972804696337876e-6,6.040725093875458e-6,1.4278730657384704e-5,1000.0010495911579,0.002130423949037775,2
Frankie Luvu,Rusher,6.015842251556105e-6,1.0544209430002677e-7,5.945011372649148e-6,6.015842251556105e-6,6.086673130463062e-6,1000.0010452685655,1.835768413567175e-5,2
Phil Hoskins,Rusher,5.958216341546412e-6,1.796647574452277e-5,-6.1107896497804825e-6,5.958216341546412e-6,1.8027222332873305e-5,1000.0010352579195,0.003121055993767581,2
E.J. Speed,Rusher,5.898512310946043e-6,4.9219972244282545e-6,2.592153577290188e-6,5.898512310946043e-6,9.204871044601898e-6,1000.0010248862673,8.549979775837601e-4,2
Eli Ankou,Rusher,5.890333929931294e-6,1.4084571488646717e-5,-3.570997279311067e-6,5.890333929931295e-6,1.5351665139173658e-5,1000.0010234655368,0.0024467001547481856,2
Micah Kiser,Rusher,5.883836115380823e-6,4.585256712373695e-6,2.8036833063202756e-6,5.883836115380823e-6,8.96398892444137e-6,1000.0010223367509,7.965001590769356e-4,2
Danny Isidora,Blocker,5.871475724234882e-6,3.1292288047487635e-6,3.7694117618988625e-6,5.871475724234882e-6,7.973539686570903e-6,1000.001020189531,5.435622047191031e-4,2
Myles Adams,Rusher,5.809914773377254e-6,1.1189169714437645e-7,5.734751364458457e-6,5.809914773377254e-6,5.885078182296052e-6,1000.0010094952985,1.9397062392336883e-5,2
Derek Barnett,Rusher,5.763784251702286e-6,4.017567879955078e-5,-2.1224285920335943e-5,5.763784251702286e-6,3.275185442374052e-5,1000.0010014816061,0.00697918972751624,2
John Cominsky,Rusher,5.734303752202363e-6,3.7109153445871252e-6,3.241491017863931e-6,5.734303752202363e-6,8.227116486540795e-6,1000.0009963603188,6.446925390667545e-4,2
Carlos Basham Jr.,Rusher,5.626912779440679e-6,1.3583334351236696e-5,-3.497711659898783e-6,5.626912779440678e-6,1.4751537218780139e-5,1000.000977704596,0.0023596263455240773,2
Mike Purcell,Rusher,5.591350296355649e-6,1.3440934362222357e-5,-3.43761674500453e-6,5.591350296355649e-6,1.4620317337715827e-5,1000.0009715267599,0.002334888933811806,2
Cole Holcomb,Rusher,5.282841367436886e-6,3.64901020150555e-6,2.831613502238594e-6,5.282841367436886e-6,7.73406923263518e-6,1000.0009179332699,6.33857481758351e-4,2
Kenneth Murray Jr.,Rusher,5.02180162061738e-6,4.902339793852606e-6,1.7286477942992318e-6,5.02180162061738e-6,8.314955446935528e-6,1000.0008725860212,8.516641645836875e-4,2
Shaq Lawson,Rusher,4.960641454739497e-6,3.17458701910696e-5,-1.636469262769504e-5,4.960641454739497e-6,2.6285975537174035e-5,1000.000861961412,0.005514781982604157,2
Jonathan Bostic,Rusher,4.866666793528182e-6,2.9881675692720784e-6,2.859360919551873e-6,4.866666793528182e-6,6.873972667504492e-6,1000.0008456363414,5.190573582570699e-4,2
Darius Leonard,Rusher,4.809411244949699e-6,5.228237764266037e-6,1.2973349870199949e-6,4.809411244949699e-6,8.321487502879403e-6,1000.0008356900339,9.082784407296063e-4,2
Del'Shawn Phillips,Rusher,4.595028080081338e-6,8.078770565664285e-6,-8.318976980185845e-7,4.595028080081338e-6,1.0021953858181263e-5,1000.0007984478636,0.0014034667071481243,2
Damien Lewis,Blocker,4.559552466744559e-6,3.0145660474831755e-5,-1.5690838431101213e-5,4.559552466744559e-6,2.480994336459033e-5,1000.0007922851185,0.0052368781153362565,2
Malik Harrison,Rusher,4.429150381965443e-6,1.8520756108144125e-6,3.185015919472209e-6,4.429150381965443e-6,5.673284844458677e-6,1000.0007696319561,3.2177900337794865e-4,2
Benson Mayowa,Rusher,4.339066692635366e-6,5.690473350277393e-6,5.16483013200012e-7,4.339066692635366e-6,8.161650372070718e-6,1000.0007539828164,9.884959539264162e-4,2
James Carpenter,Blocker,4.331395167783183e-6,6.125517790276265e-6,2.165697583891584e-7,4.331395167783183e-6,8.446220577177209e-6,1000.0007526501361,0.0010640709137987568,2
Tim Settle,Rusher,4.065095852107325e-6,6.758570897290383e-6,-4.749838948665508e-7,4.065095852107325e-6,8.6051755990812e-6,1000.0007063892067,0.0011740435022639145,2
Mctelvin Agim,Rusher,4.060435840308636e-6,2.6436378400534554e-6,2.2845683087906374e-6,4.060435840308636e-6,5.836303371826634e-6,1000.0007055796798,4.5920641415304284e-4,2
John Leglue,Blocker,4.046419012485587e-6,5.0387698872038085e-6,6.616180742092173e-7,4.046419012485587e-6,7.431219950761957e-6,1000.0007031447074,8.752834667603243e-4,2
Sharif Finch,Rusher,4.039667093601666e-6,6.053384197441615e-7,3.6330301371635127e-6,4.039667093601666e-6,4.446304050039819e-6,1000.0007019717789,1.0519857046006542e-4,2
Garret Wallow,Rusher,3.979198047181172e-6,2.35876784326559e-6,2.394692346824199e-6,3.979198047181172e-6,5.563703747538145e-6,1000.0006914672297,4.0971942710917616e-4,2
Neville Gallimore,Rusher,3.970594960204214e-6,3.4415348006933223e-6,1.6587389947074592e-6,3.970594960204214e-6,6.282450925700969e-6,1000.0006899727205,5.978153130219548e-4,2
T.J. Slaton,Rusher,3.896589068041042e-6,1.5118748984755594e-5,-6.259452365627976e-6,3.896589068041042e-6,1.405263050171006e-5,1000.0006771165802,0.0026264362191915176,2
