term,coef
blocker::Aaron Banks,0.042418418680548374
blocker::Aaron Brewer,-0.12281672954569939
blocker::Aaron Stinnie,0.05963376067410163
blocker::Adam Pankey,-0.0490556415233396
blocker::Aj Jackson,-0.05817532872536479
blocker::Alejandro Villanueva,0.23515374783928727
blocker::Alex Bars,-0.0920230215755513
blocker::Alex Barshaba,-0.19931788233450262
blocker::Alex Cappa,0.14345861192331874
blocker::Alex Leatherwood,-0.10464249386466354
blocker::Alex Mack,-0.14233932886258127
blocker::Ali Marpet,0.33386206146970177
blocker::Alijah Vera-Tucker,0.11635549391363963
blocker::Andre Dillard,0.183172375026565
blocker::Andre James,0.16394353215509952
blocker::Andre Smith,-0.026465165040769352
blocker::Andrew Norwell,0.28794345250611003
blocker::Andrew Thomas,1.7470858701124222e-4
blocker::Andrew Whitworth,0.16648134111255433
blocker::Andrew Wylie,-0.09883395273250502
blocker::Andrus Peat,0.10593281729100427
blocker::Attauyo Nsekhe,-0.07359879370696519
blocker::Austin Blythe,-0.05165359883377179
blocker::Austin Corbett,0.03471215966644379
blocker::Austin Jackson,0.02317856238023263
blocker::Austin Reiter,-0.08002190942068878
blocker::Austin Schlottmann,0.03969925868532663
blocker::B.J. Finney,0.41154903978813584
blocker::Ben Bartch,0.01101011440013749
blocker::Ben Braden,-0.027113644158384194
blocker::Ben Bredeson,0.025532837357898755
blocker::Ben Cleveland,0.4395486867281549
blocker::Ben Jones,0.07844106770202744
blocker::Ben Powers,0.38968744625434226
blocker::Billy Price,-0.014305017548782925
blocker::Billy Turner,0.05511048950211105
blocker::Blake Brandel,-0.3221639511855468
blocker::Blake Hance,-0.29237124929200126
blocker::Bobby Evans,0.10561035497055656
blocker::Bobby Hart,-0.4240419240977082
blocker::Bobby Massie,-0.2460320229722475
blocker::Braden Smith,-0.07478403799212376
blocker::Bradley Bozeman,0.09707389214057659
blocker::Brady Christensen,0.0020149083912106426
blocker::Brandon Brooks,0.17174733137142306
blocker::Brandon Knight,-0.08560128348238498
blocker::Brandon Linder,0.36259640560176526
blocker::Brandon Parker,-0.035253075344247126
blocker::Brandon Scherff,0.08612971265574068
blocker::Brandon Shell,-0.2600949242821538
blocker::Brett Toth,0.02985389587096415
blocker::Brian Allen,0.16186950632151414
blocker::Brian O'Neill,0.0178016327377454
blocker::Brian Winters,-0.09851756267903373
blocker::Bryan Bulaga,-0.13368705891377083
blocker::Caleb Benenoch,0.07350716399211402
blocker::Calvin Anderson,-0.2853739179663104
blocker::Calvin Throckmorton,0.6345868737258592
blocker::Cam Robinson,-0.13785526117494018
blocker::Cameron Erving,-0.29753372917235055
blocker::Cameron Fleming,-0.3946238446548706
blocker::Cameron Tom,0.019023545740911273
blocker::Casey Tucker,-0.14536040918304566
blocker::Cedric Ogbuehi,-0.10239234765736543
blocker::Cesar Ruiz,0.2718056581870408
blocker::Charles Leno Jr.,0.040374508203315604
blocker::Charlie Heck,-0.23893486094065508
blocker::Chase Roullier,0.5270580381374349
blocker::Chris Hubbard,-0.11510083291021568
blocker::Chris Lindstrom,0.0034507884543077145
blocker::Chris Reed,-0.14464413929905742
blocker::Christian Darrisaw,-0.2876394048228965
blocker::Chukwuma Okorafor,-0.03668594138085792
blocker::Chuma Edoga,0.06736832950978616
blocker::Cody Ford,0.07038980446623805
blocker::Cody Whitehair,0.05606792335068536
blocker::Colby Gossett,-0.14086505502352625
blocker::Cole Toner,0.35541350132736105
blocker::Coleman Shelton,-0.0025609986222762406
blocker::Colton Mckivitz,-0.2905338769473589
blocker::Connor Mcgovern,-0.051731230234406976
blocker::Conor Mcdermott,-0.3728166361650486
blocker::Corey Levin,-0.15450601321834617
blocker::Corey Linsley,0.26927347744920527
blocker::Cornelius Lucas,-0.06792921665646183
blocker::Creed Humphrey,0.11773919532920728
blocker::D.J. Humphries,-0.26819716515119507
blocker::D'Ante Smith,-0.06068375026888579
blocker::Dalton Risner,0.2935586921320841
blocker::Damien Lewis,0.10819054296370822
blocker::Dan Moore Jr.,-0.043605257942714915
blocker::Daniel Brunskill,0.018724341811293708
blocker::Danny Isidora,0.08743643225217776
blocker::Danny Pinter,-0.010342609516290987
blocker::Daryl Williams,-0.07162009064194404
blocker::David Andrews,0.11711195457837553
blocker::David Bakhtiari,-0.06379934074870472
blocker::David Edwards,0.17317873593076333
blocker::David Quessenberry,-0.10139390571282789
blocker::David Sharpe,0.161002855067563
blocker::David Steinmetz,0.0194259653399505
blocker::Dennis Daley,-0.1894648997000183
blocker::Dennis Kelly,0.026285755875716584
blocker::Denzelle Good,-0.014149816118040963
blocker::Deonte Brown,0.02398931989825818
blocker::Derrick Kelly,0.0430594899612287
blocker::Dillon Radunz,-0.2275236687883116
blocker::Dion Dawkins,-0.2587227870194369
blocker::Donovan Smith,0.2695515681063839
blocker::Drew Dalman,0.06619651591929215
blocker::Duane Brown,-0.19881221889146308
blocker::Elgton Jenkins,-0.1135367444426984
blocker::Elijah Wilkinson,0.24081254840621474
blocker::Ereck Flowers Sr.,0.304419298844103
blocker::Eric Fisher,-0.299139099224723
blocker::Erik McCoy,0.6830906579105447
blocker::Ethan Pocic,0.058779342748209715
blocker::Evan Brown,0.2093717639521085
blocker::Ezra Cleveland,0.06087368318169826
blocker::Frank Ragnow,0.2699654164100717
blocker::Fred Johnson,-0.19621159696587728
blocker::Gabe Jackson,0.35228346395074
blocker::Garett Bolles,-0.02115168511806124
blocker::Garrett Bradbury,0.10044167082155629
blocker::George Fant,-0.243443067329843
blocker::Germain Ifedi,-0.0076587064920634156
blocker::Geron Christian Sr.,-0.10236780869155555
blocker::Graham Glasgow,0.08794628591396203
blocker::Greg Mancz,0.13592012589218624
blocker::Greg Van Roten,0.1902604426003647
blocker::Hakeem Adeniji,-0.22923829395141035
blocker::Halapoulivaati Vaitai,0.10689775605841038
blocker::Ike Boettger,0.033954445658174674
blocker::Iosua Opeta,-0.14495843663802807
blocker::Isaac Seumalo,0.11298758561287738
blocker::Isaiah Prince,-0.3105539677384247
blocker::Isaiah Williams,-0.12072137478308342
blocker::Isaiah Wynn,-0.35678750056372455
blocker::J.C. Hassenauer,0.14418090310032183
blocker::J.C. Tretter,0.32078969336950314
blocker::Jack Anderson,-0.21416868312288312
blocker::Jack Conklin,0.019283399367243378
blocker::Jack Driscoll,0.1252839468624233
blocker::Jackson Barton,-0.24725773116751398
blocker::Jackson Carman,0.046827398099869806
blocker::Jake Brendel,0.016710969715148162
blocker::Jake Curhan,-0.24788454654996592
blocker::Jake Hanson,0.047736677091927894
blocker::Jake Matthews,-0.15292591534198785
blocker::Jalen Mayfield,-0.03318807171644837
blocker::Jamarco Jones,-0.07512727441048718
blocker::James Carpenter,0.24820485563983463
blocker::James Daniels,0.186325820644105
blocker::James Ferentz,-0.17872701886540662
blocker::James Hudson III,-0.11618061009783347
blocker::Jamil Douglas,0.0405769632241019
blocker::Jaryd Jones-Smith,0.026470398059033593
blocker::Jason Kelce,0.04728719830566842
blocker::Jason Peters,0.0017884068781885611
blocker::Jason Spriggs,0.02345718773573146
blocker::Jawaan Taylor,-0.17981423194263949
blocker::Jaylon Moore,-0.114774969855247
blocker::Jc Tretter,0.01251572644751401
blocker::Jedrick Wills Jr.,-0.09971202505050732
blocker::Jermaine Eluemunor,-0.005396463211583748
blocker::Jesse Davis,-0.08747981773411655
blocker::Jimmy Morrissey,0.03407051211281532
blocker::Joe Haeg,-0.17649130610128264
blocker::Joe Noteboom,-0.18112217758435237
blocker::Joe Thuney,0.41406953045221806
blocker::Joel Bitonio,0.31841024324266576
blocker::John Leglue,-0.05473856353123162
blocker::John Miller,-0.03853618673426349
blocker::John Simpson,0.055008247535773644
blocker::Jon Feliciano,0.13536303987600085
blocker::Jon Runyan,-0.04322900075503838
blocker::Jon Toth,-0.05582677979163954
blocker::Jonah Jackson,0.08644735083964768
blocker::Jonah Williams,-0.1880927042989279
blocker::Jordan Mailata,-0.11885993273063451
blocker::Jordan Mills,0.8172258713024168
blocker::Jordan Simmons,-0.08054567404973109
blocker::Joseph Noteboom,-0.02567027058217446
blocker::Josh Jones,-0.017292198411516163
blocker::Josh Myers,0.01898911812385221
blocker::Josh Wells,0.03183354494456801
blocker::Joshua Miles,-0.03832624377941038
blocker::Julie'N Davenport,-0.13964620043318168
blocker::Justin Britt,-0.09897038456706193
blocker::Justin Herron,-0.22465688974286657
blocker::Justin Mccray,-0.008280212081948596
blocker::Justin Murray,-0.0015811210885198859
blocker::Justin Pugh,0.20488899301803287
blocker::Kaleb McGary,-0.34952910279340466
blocker::Kayode Awosika,0.07171179471408878
blocker::Kc Mcdermott,0.11608849142226105
blocker::Keaton Sutherland,-0.0030757484697673887
blocker::Keith Ismael,0.2566869744396476
blocker::Kelvin Beachum,-0.04163511014696285
blocker::Kendall Lamm,0.014603595382624443
blocker::Kendrick Green,0.1357078903982376
blocker::Kevin Dotson,0.27676867361485413
blocker::Kevin Zeitler,0.3941141647292595
blocker::Kolton Miller,-0.12596072988176193
blocker::Korey Cunningham,-0.3807053990331459
blocker::Kyle Fuller,-0.03509696070987007
blocker::Kyle Long,-0.035988744318597214
blocker::Kyle Murphy,0.04635427764824018
blocker::La'El Collins,-0.3258668210135439
blocker::Lachavious Simmons,-0.04333308235733395
blocker::Laken Tomlinson,-0.07409139965829868
blocker::Landon Dickerson,0.154079369369357
blocker::Landon Young,-0.06851153777496756
blocker::Lane Johnson,-0.05236374664770676
blocker::Lane Taylor,0.12942505071488106
blocker::Laremy Tunsil,-0.06010763267645384
blocker::Larry Borom,0.2107255817423037
blocker::Laurent Duvernay-Tardif,0.044941397131798635
blocker::Le'Raven Clark,-0.6059912350467215
blocker::Lester Cotton Sr.,0.02294464098228085
blocker::Liam Eichenberg,-0.28010714012762683
blocker::Lloyd Cushenberry III,0.2339129943042856
blocker::Logan Stenberg,-0.01724756597468546
blocker::Lucas Niang,-0.07160682572368825
blocker::Lucas Patrick,0.19480457635876644
blocker::Marcus Cannon,-0.3339149840665074
blocker::Marcus Henry,-0.049370604336860385
blocker::Mark Glowinski,-0.28315554573600155
blocker::Mason Cole,0.4090805386127262
blocker::Matt Farniok,-0.0394910422063051
blocker::Matt Feiler,0.0580539963765603
blocker::Matt Hennessy,0.2709668175539915
blocker::Matt Nelson,-0.19709249649588415
blocker::Matt Paradis,0.23449542577257265
blocker::Matt Peart,-0.3302027666905945
blocker::Matt Pryor,-0.1841997279929772
blocker::Matt Skura,-0.08090032701471556
blocker::Max Garcia,-0.04695832496384447
blocker::Max Scharping,0.023470341806082373
blocker::Mekhi Becton,0.05408740219563849
blocker::Michael Deiter,-0.13296446074725587
blocker::Michael Dunn,-0.05594351462535386
blocker::Michael Jordan,-0.13403240471158845
blocker::Michael Schofield III,0.36341489693963086
blocker::Mike Mcglinchey,-0.1283325294350653
blocker::Mike Onwenu,-0.024641003576727095
blocker::Mike Remmers,0.12238009596017402
blocker::Mitch Morse,0.3526296104435969
blocker::Morgan Moses,-0.3281360623758915
blocker::Myron Cunningham,-0.07692329080892635
blocker::Nate Davis,0.04664270434407231
blocker::Nate Herbig,-0.027105567453500522
blocker::Nate Solder,-0.20029633031236493
blocker::Netane Muti,-0.10185596590578631
blocker::Nick Allegretti,-0.024458361588762783
blocker::Nick Gates,0.12476014699205928
blocker::Nick Harris,0.27787108226420754
blocker::Nick Leverett,-0.09230409811104402
blocker::Nick Martin,-0.13815554894830634
blocker::Oday Aboushi,0.14724573965719612
blocker::Olisaemeka Udoh,0.03978907143554625
blocker::Orlando Brown,-0.07205631062737147
blocker::Parker Ehinger,-0.11586148457876744
blocker::Pat Elflein,-0.039666357540616703
blocker::Patrick Mekari,0.15015279764044034
blocker::Penei Sewell,-0.2217682889619106
blocker::Phil Haynes,-0.09793387575501425
blocker::Prince Tega Wanogho,-0.06567391137048029
blocker::Quenton Nelson,-0.035025123563021246
blocker::Quinn Bailey,0.0020928671963322053
blocker::Quinn Meinerz,-0.10910180682250126
blocker::Quinton Spain,0.11109185294237447
blocker::Rashaad Coward,0.03131837276703223
blocker::Rashawn Slater,-0.11803100994833801
blocker::Rashod Hill,-0.16698595508266834
blocker::Riley Reiff,-0.11967791057910551
blocker::Rob Havenstein,0.06593669147546485
blocker::Robert Hainsey,-0.17063301860764624
blocker::Robert Hunt,0.14053298622201016
blocker::Robert Jones,-0.26060410641422405
blocker::Rodger Saffold,-0.1355193645201554
blocker::Rodney Hudson,0.24166253831426046
blocker::Ronnie Stanley,-0.07221478783598362
blocker::Royce Newman,0.00743552509303818
blocker::Ryan Bates,-0.019938374341765264
blocker::Ryan Jensen,-0.6533080110174754
blocker::Ryan Kelly,-0.04120293940465392
blocker::Ryan Mccollum,-0.14969218785383445
blocker::Ryan Ramczyk,0.23978119821613758
blocker::Saahdiq Charles,0.3276900813652108
blocker::Sam Cosmi,-0.17967339874930163
blocker::Sam Mustipher,0.17933688036772993
blocker::Sam Tecklenburg,0.15725883957564937
blocker::Scott Daly,0.02346046943024592
blocker::Scott Quessenberry,0.13645068010908284
blocker::Sean Harlow,0.029820509467292495
blocker::Senio Kelemete,0.003686889523492829
blocker::Shane Lemieux,-0.030474534792134925
blocker::Shaq Mason,0.06346668513074265
blocker::Solomon Kindley,-0.1566265417700863
blocker::Spencer Brown,-0.2892159890140336
blocker::Stone Forsythe,-0.07353086648575444
blocker::Storm Norton,-0.1945798773051818
blocker::Taylor Decker,-0.13192752430636212
blocker::Taylor Lewan,-0.42111422326297154
blocker::Taylor Moton,-0.1087030167608723
blocker::Ted Karras,0.00891477041261577
blocker::Terence Steele,-0.08391732423908635
blocker::Terron Armstead,-0.0525008517914791
blocker::Teven Jenkins,-0.10281647595146931
blocker::Tom Compton,-0.1822599158715096
blocker::Tommy Doyle,-0.27520766078376996
blocker::Tommy Kraemer,0.20382547185397018
blocker::Trai Turner,0.1302268547338149
blocker::Tre'Vour Wallace-Simms,0.0705161494118679
blocker::Trent Brown,-0.04142831774970304
blocker::Trent Scott,0.006752982317653931
blocker::Trent Williams,-0.12654755553516206
blocker::Trey Hill,0.028089431059307914
blocker::Trey Hopkins,0.5979722860063454
blocker::Trey Pipkins III,-0.3432685083498477
blocker::Trey Smith,0.13922514112737688
blocker::Tristan Wirfs,0.17934915572065505
blocker::Trystan Colon,-0.11277157758311497
blocker::Ty Nsekhe,0.06495269984515951
blocker::Ty Sambrailo,-0.18402580437264512
blocker::Tyler Biadasz,0.3714366107512872
blocker::Tyler Larsen,0.3036506307306273
blocker::Tyler Shatley,0.17477888756500276
blocker::Tyre Phillips,-0.1377550750336015
blocker::Tyron Smith,-0.17603791525200485
blocker::Tytus Howard,0.074526481395209
blocker::Walker Little,-0.0745042191190429
blocker::Wes Martin,0.12787667742189335
blocker::Wes Schweitzer,0.13493260881083313
blocker::Will Clapp,0.5446992989204116
blocker::Will Fries,-0.044354743594337394
blocker::Will Hernandez,0.2702592323646635
blocker::Will Holden,-0.19218927789033655
blocker::Will Richardson Jr.,-0.018120784276870718
blocker::Wyatt Teller,0.1742952163017204
blocker::Xavier Su'A-Filo,0.23232900715676216
blocker::Yasir Durant,0.07402613846473592
blocker::Yodny Cajuste,-0.4274611272004678
blocker::Yosh Nijman,-0.008010930382929453
blocker::Zach Banner,-0.010109631217597493
blocker::Zack Martin,0.4244605863768595
double_team,0.041760095312743856
